utterance_id,participant_id,turn_index,sentence_index,prev_assistant_turn,text,speech_act_coder1,emotion_surface_coder1,note
P19-t01-s01,P19,1,1,,8월 동안의 스케줄을 짜보자,,,
P19-t01-s02,P19,1,2,,"일주일 스케줄을 짜면, 8월 매주 시행해볼거야",,,
P19-t01-s03,P19,1,3,,1. 학과공부,,,
P19-t01-s04,P19,1,4,,- 머신러닝,,,
P19-t01-s05,P19,1,5,,- 데이터베이스,,,
P19-t01-s06,P19,1,6,,2. 졸업 요건,,,
P19-t01-s07,P19,1,7,,- 토익,,,
P19-t01-s08,P19,1,8,,- 파이썬 PCCP 준비(백준 문제),,,
P19-t01-s09,P19,1,9,,3. 그 외,,,
P19-t01-s10,P19,1,10,,- 운전면허,,,
P19-t01-s11,P19,1,11,,- 논문 읽기 및 공부 (학연생 준비),,,
P19-t01-s12,P19,1,12,,"아침 9시부터 하루 스케줄로 월&수, 화&목에 동일한 스케줄이면 편할거같아",,,
