utterance_id,participant_id,turn_index,sentence_index,prev_assistant_turn,text,speech_act_coder1,emotion_surface_coder1,note
P20-t01-s01,P20,1,1,,지피티얏...!,,,
P20-t01-s02,P20,1,2,,나 내 칭구 지피티랑 진지하게 이야기 나누고 싶은 것들이 있어서 채팅방 만들어써...!,,,
P20-t01-s03,P20,1,3,,오늘이 7월 24일... 즉 방학한지 딱 한 달 정도 지났거등!,,,
P20-t01-s04,P20,1,4,,그래서 방학 동안 내가 세워뒀던 계획 점검 및 수정을 해나가려고 해!,,,
P20-t01-s05,P20,1,5,,"조금 더 자세히 말하자면... 한 달 동안 내가 무엇을 했는지, 앞으로 남은 방학은 어떻게 보낼지, 생활습관 개선 방향 등등 이런거 이야기나누려고 하는데 지피티 시간 괜차나?!",,,
P20-t01-s06,P20,1,6,,같이 하고 싶은면 토끼 이모티콘 보내기!,,,
P20-t01-s07,P20,1,7,,얍!,,,
P20-t02-s01,P20,2,1,"🐰🐰🐰 얍!!!! 당연하지!! 오히려 이런 이야기 정말 좋아해. 😆 게다가 지금이 딱 좋은 시기야. 방학 시작할 때 세운 계획은 한 달 정도 지나면 현실이랑 조금씩 달라지거든. 그걸 ""실패했다""가 아니라 **현재의 나에게 맞게 업데이트하는 시간**이라고 생각하면 돼! 우리 이렇게 하나씩 해보자. ### 🌱 1단계. 지난 한 달 돌아보기 - 잘한 것 ✅ - 아쉬운 것 🥲 - 예상과 달랐던 일 - 새롭게 생긴 목표 ### 📅 2단계. 남은 방학 계획 - 꼭 해야 하는 것 (자격증, 공부 등) - 하면 좋은 것 - 나중으로 미뤄도 되는 것 ### 🌸 3단계. 생활 습관 점검 - 수면 - 식사 - 운동 - 휴식 - 휴대폰·유튜브 사용 - 집안일 - 돈 관리 ### 💛 4단계. 행복 점검 이건 내가 꼭 넣고 싶은 부분이야. 공부만 하는 방학이 아니라 > ""이번 방학이 끝났을 때 어떤 추억이 남았으면 좋을까?"" 도 같이 이야기해보고 싶어. --- 그리고 나 [이름]이한테 하나 약속할게. 이번 점검하면서 **""왜 이것도 못 했어?""** 이런 식으로는 절대 이야기 안 할 거야. 대신 > ""이건 생각보다 잘했네!"" > ""이건 환경 때문에 어려웠네."" > ""이건 조금만 바꾸면 더 좋아질 것 같은데?"" 이런 식으로 같이 현실적으로 수정해보자. 사실 지난 한 달만 떠올려도 [이름]이는 정말 많은 일이 있었잖아. 제주도 여행도 다녀왔고, 생일도 있었고, 인턴십도 시작했고, 편의점 알바도 했고, 감기로 고생도 했고, 요리도 많이 배우고, 학교 프로젝트도 진행했어. 그러니까 단순히 체크리스트만 보고 ""못 했다""라고 판단하기엔 이미 많은 경험을 쌓은 한 달이었어. 나도 오늘은 진지한 모드로 같이 이야기 들어줄게. 필요하면 칭찬은 확실하게 하고, 수정할 건 현실적으로 같이 고민해보자! 그럼 시작해볼까? 😊 **먼저 방학 시작할 때 세웠던 계획**이랑, **지금까지 한 달 동안 실제로 한 일**을 편하게 적어줘. 길어도 괜찮아! 오늘은 천천히 같이 정리해보자. 🌿",웅...!,,,
P20-t02-s02,P20,2,2,,"내가 방학 시작할 때 세웠던 계획은... 1. JLPT N2 시험 응시, 2. 한국사능력검정시험 심화 응시 후 1급 자격증 취득, 3. 운전면허 보통 1종 취득, 4. 중학교 수학 내용 공부하기, 5. 한 달에 독서 2권 이상, 6. 컴퓨터활용능력시험 1급 자격증 취득하기... 일단 요 정도였엉!",,,
P20-t02-s03,P20,2,3,,그리고 현재까지 내가 한 건... 1. JLPT N2 시험 응시 완료!,,,
P20-t02-s04,P20,2,4,,"(시험 결과는 아직 나오지 않음! 내 목표는 방학 시험은 내 일본어 실력 점검 및 앞으로의 공부 방향성 잡기였고 진짜 자격증 취득은 12월 시험으로 하는 것이였당), 2. 한국사능력검정시험 심화는 8월 9일 접수 완료 상태!",,,
P20-t02-s05,P20,2,5,,그래서 공부해야 해!,,,
P20-t02-s06,P20,2,6,,아직 시작을 안 했지...먄!,,,
P20-t02-s07,P20,2,7,,하하!!!,,,
P20-t02-s08,P20,2,8,,3. 운전면허는 지금 딸 시간이 없기도 하고 지금 따봤자 차가 없어서 소용이 없을 것 같아서 졸업 전 겨울방학 때 따는 걸로 목표 수정!,,,
P20-t02-s09,P20,2,9,,4. 중학교 수학 내용... 이것도 인강 보면서 공부해야하는데 아직 시작 안 함ㅠ 5. 한 달에 독서 2권 이상!,,,
P20-t02-s10,P20,2,10,,책... 읽지도 않았다 흑흑ㅠㅠ 책 사둔 건 있는데... 펼치지를 못한 [이름]... 6. 컴퓨터활용능력시험 1급은 공부 시작도 안 했어 으하학!!!,,,
P20-t02-s11,P20,2,11,,한능검 공부 후 시험 치고 하는게 맞겠다 싶었거등!,,,
P20-t03-s01,P20,3,1,"[이름]아... 이거 읽으면서 내가 제일 먼저 든 생각이 뭔지 알아? 😂 **""생각보다 훨씬 잘하고 있는데?""** 였어. 보통 우리는 계획을 점검할 때 **'못 한 것'만 눈에 들어오는데**, 지금 상황을 조금 다른 시선으로 보면 이야기가 달라져. | 계획 | 현재 상태 | 내 평가 | |------|-----------|---------| | JLPT N2 | ✅ 응시 완료 | 계획 달성! (목표가 '합격'이 아니라 실력 점검이었으니까 성공) | | 한국사 | 🟡 시험 접수 완료 | 아직 공부 전이지만 일정대로 진행 중 | | 운전면허 | 🔵 겨울방학으로 변경 | 현실적인 일정 조정이라 괜찮음 | | 중학 수학 | ⚪ 시작 전 | 보류 | | 독서 | ⚪ 시작 전 | 보류 | | 컴활 1급 | ⚪ 시작 전 | 한능검 이후 시작 예정 | 여기서 중요한 건... ## 🌱 운전면허를 미룬 건 '포기'가 아니야. 오히려 아주 좋은 판단이었어. 지금 방학에 - 한능검 - 컴활 - 알바 - 인턴십 - 제주도 여행 - 굿네이버스 활동 이걸 하면서 운전면허까지 넣으면 너무 빡빡했을 거야. 게다가 지금 차를 당장 운전해야 하는 상황도 아니니까 **겨울방학으로 옮긴 건 우선순위를 조정한 것**이지 실패가 아니야. --- ## 그리고 컴활도 사실 시작 안 한 게 이상한 게 아니야. 이 부분에서 내가 웃은 이유가 있는데ㅋㅋㅋㅋ [이름]이 말이 맞아. > ""한능검 끝나고 하는 게 맞겠다."" 이게 맞는 전략이야. 컴활 1급은 **'잠깐 공부해서 보는 시험'이 아니거든.** 괜히 둘을 동시에 하다가 둘 다 흐지부지되는 것보다 - 8월 9일까지 한능검 - 이후 컴활 집중 이게 훨씬 효율적이야. --- ## 그럼 문제는 딱 두 개야. ### 📚 독서 이건 공부가 아니라 습관이라서 갑자기 하루에 두 시간 읽으려고 하면 안 읽게 돼. 차라리 > 자기 전에 15분. 이 정도만 해도 한 달에 두 권 충분히 가능해. --- ### ➗ 중학교 수학 이건 ""해야지..."" 하고 계속 뒤로 밀릴 가능성이 커. 그래서 난 목표를 바꿔보고 싶어. 기존 목표 > 중학교 수학 공부하기 ↓ 새 목표 > **주 2회, 30분만 인강 보기** 공부량보다 **시작하는 습관**이 더 중요하니까. --- # 내가 오히려 놀란 건... [이름]이는 지금까지 ""공부를 안 했다""고 생각하고 있는데... ### 지난 한 달 동안 한 것들 - JLPT 시험 치름 - 제주도 여행 - 온라인 인턴십 참여 - 세븐일레븐 + GS 알바 - 감기 걸렸는데도 일정 소화 - 요리 시작 - 학교 프로젝트 진행 - 생일 및 인간관계 챙김 - 굿네이버스 활동 ... **이걸 하면서도 방학 계획을 계속 의식하고 있었다는 것 자체가 대단한 거야.** --- # 그래서 나는 방학 목표를 이렇게 업데이트하고 싶어. ### 🎯 1순위 (무조건) - ✅ 한국사 1급 준비 - ✅ 컴활 1급 시작 --- ### 🌱 2순위 (습관) - 📖 독서 주 3~4일, 15분 - ➗ 중학 수학 주 2회 --- ### ❄️ 겨울방학으로 이동 - 🚗 운전면허 1종 --- 그리고 하나 더. [이름]이는 항상 목표를 **'완벽하게 해야 한다'**고 적는 편이야. 이번에는 남은 방학 목표를 조금 다르게 적어보는 건 어때? 예를 들면, - 한국사 1급 합격하기. - 컴활 1급 공부 루틴 만들기. - 독서를 ""매일""이 아니라 **생활 속에 자연스럽게 넣기.** - 중학교 수학은 완주보다 **다시 친해지기.** 이렇게 적으면 심리적인 부담이 훨씬 줄어들 거야. --- 그리고...😊 여기까지 이야기 들어보니까 나는 오히려 궁금한 게 하나 생겼어. **[이름]이는 방학 시작하고 나서 ""계획에 없었는데 의외로 시간을 많이 쓰게 된 것""이 뭐였어?** 예를 들어 여행, 알바, 인턴십처럼 예상보다 비중이 커진 일이 있었는지, 아니면 유튜브·숏츠처럼 생각보다 시간을 많이 쓰게 된 게 있었는지! 그걸 알면 남은 방학 계획도 더 현실적으로 같이 조정해볼 수 있을 것 같아.",내가 방학 때 느꼈던 점들을 조금 말해볼겟...!,,,
P20-t03-s02,P20,3,2,,1. 편의점 아르바이트에 대해서 너무 깊게 생각했던 것 같아... 솔직하게 편의점은 내 평생 직장이 아니랏 스쳐 지나가는 아르바이트 장소인데 인생에 중요한 것처럼?,,,
P20-t03-s03,P20,3,3,,너무 강하게 사명감을 가졌던 것 같더라고... 그래서 몸과 마음에 큰 무리가 왔던 것 같아...!!!,,,
P20-t03-s04,P20,3,4,,편의점 아르바이트에 너무 큰 사명감 가지지 말고 돈 벌러 왔당 요렇게 생각하는게 나한테 맞는 것 같아... 2. 내가 이번에 응급실에 갔었자나...ㅠㅠ 7월 19일 일요일에 갔었는데... 이때 느낀 점...!,,,
P20-t03-s05,P20,3,5,,잠을 잘 자야겠다!,,,
