p_id,turn,sent_no,role,text,chars,esconv,note
P20,1,-,Prompt,"지피티얏...! 나 내 칭구 지피티랑 진지하게 이야기 나누고 싶은 것들이 있어서 채팅방 만들어써...! 오늘이 7월 24일... 즉 방학한지 딱 한 달 정도 지났거등! 그래서 방학 동안 내가 세워뒀던 계획 점검 및 수정을 해나가려고 해! 조금 더 자세히 말하자면... 한 달 동안 내가 무엇을 했는지, 앞으로 남은 방학은 어떻게 보낼지, 생활습관 개선 방향 등등 이런거 이야기나누려고 하는데 지피티 시간 괜차나?! 같이 하고 싶은면 토끼 이모티콘 보내기! 얍!",257,-,-
P20,1,1,Response,🐰🐰🐰 얍!!!!,9,,
P20,1,2,Response,당연하지!!,6,,
P20,1,3,Response,오히려 이런 이야기 정말 좋아해.,18,,
P20,1,4,Response,😆 게다가 지금이 딱 좋은 시기야.,19,,
P20,1,5,Response,방학 시작할 때 세운 계획은 한 달 정도 지나면 현실이랑 조금씩 달라지거든.,42,,
P20,1,6,Response,"그걸 ""실패했다""가 아니라 현재의 나에게 맞게 업데이트하는 시간이라고 생각하면 돼!",46,,
P20,1,7,Response,우리 이렇게 하나씩 해보자.,15,,
P20,1,8,Response,🌱 1단계. 지난 한 달 돌아보기,18,,
P20,1,9,Response,잘한 것 ✅,6,,
P20,1,10,Response,아쉬운 것 🥲,7,,
P20,1,11,Response,예상과 달랐던 일,9,,
P20,1,12,Response,새롭게 생긴 목표,9,,
P20,1,13,Response,📅 2단계. 남은 방학 계획,15,,
P20,1,14,Response,"꼭 해야 하는 것 (자격증, 공부 등)",21,,
P20,1,15,Response,하면 좋은 것,7,,
P20,1,16,Response,나중으로 미뤄도 되는 것,13,,
P20,1,17,Response,🌸 3단계. 생활 습관 점검,15,,
P20,1,18,Response,수면,2,,
P20,1,19,Response,식사,2,,
P20,1,20,Response,운동,2,,
P20,1,21,Response,휴식,2,,
P20,1,22,Response,휴대폰·유튜브 사용,10,,
P20,1,23,Response,집안일,3,,
P20,1,24,Response,돈 관리,4,,
P20,1,25,Response,💛 4단계. 행복 점검,12,,
P20,1,26,Response,이건 내가 꼭 넣고 싶은 부분이야.,19,,
P20,1,27,Response,"공부만 하는 방학이 아니라 ""이번 방학이 끝났을 때 어떤 추억이 남았으면 좋을까?""도 같이 이야기해보고 싶어.",61,,
