utterance_id,participant_id,turn_index,sentence_index,prev_assistant_turn,text,speech_act_coder2,emotion_surface_coder2,note
P22-t01-s01,P22,1,1,,나 요즘 고민이 있어,,,
P22-t02-s01,P22,2,1,"무슨 고민인데? 편하게 말해도 돼. 꼭 정리해서 말하지 않아도 되고, 생각나는 대로 얘기해도 괜찮아. 내가 같이 정리해 보면서 이야기 들어줄게.",일단 두가지가 있는데 하나는 대인관계고 하나는 진로· 자격증 문제야 뭐부터 들을래?,,,
P22-t03-s01,P22,3,1,"둘 다 중요한 고민이네. 그럼 **대인관계**부터 듣고 싶어. 사람 문제는 감정이 계속 남아서 다른 고민에도 영향을 주는 경우가 많더라고. 그걸 먼저 풀어보면 진로나 자격증 얘기도 좀 더 차분하게 볼 수 있을 것 같아. 무슨 일이 있었는지 처음부터 이야기해 줘. 누구와의 관계인지, 어떤 상황이었는지, 그리고 지금 가장 마음에 걸리는 게 뭔지도 같이 말해주면 좋겠어. 대인관계 얘기를 다 하고 나면, 이어서 진로·자격증 고민도 같이 정리해 보자.",최근에 나랑 대학교 친구랑 놀기 위해 만났는데 얘가 약속 시간이 지나도 안 오는 거야.,,,
P22-t03-s02,P22,3,2,,그래서 연락을 해봤는데 얘가 너무 티가 나는 거짓말을 해가면서 계속 늦는 거임 근데 나는 거짓말 하는 걸 되게 싫어하는 사람이거든.,,,
P22-t03-s03,P22,3,3,,그래서 화가 난 상태로 뒤늦게 도착한 애랑 얘기를 했지.,,,
P22-t03-s04,P22,3,4,,왜 거짓말을 해가면서 약속에 안 왔냐고.,,,
P22-t03-s05,P22,3,5,,근데 내가 중점을 둔 건 거짓말인데 얘는 계속 약속에 늦어서 미안하다고 하는 거야.,,,
P22-t03-s06,P22,3,6,,일단 얘기가 끝나고 서로 갈 길 갔는데 그 뒤에 연락이 온 거여 따로 만나서 얘기하자고.,,,
P22-t03-s07,P22,3,7,,난 이미 다 얘기했는데 어떡할까 일단 읽씹하고 있긴해,,,
P22-t04-s01,P22,4,1,"네 얘기를 읽어보니까, 내가 보기엔 이 상황의 핵심은 **'지각'이 아니라 '신뢰'**인 것 같아. 너는 친구가 늦은 것 자체보다 **""왜 굳이 뻔한 거짓말을 했을까?""**가 더 상처였던 거잖아. 그런데 친구는 계속 **""늦어서 미안해.""**라고 사과했고. 즉, 서로 다른 문제를 이야기한 거야. - 너: ""왜 나한테 거짓말했어? 그게 싫어."" - 친구: ""늦어서 미안해."" 친구 입장에서는 '늦은 것'이 잘못이라고 생각했을 수 있고, 너는 '거짓말'이 더 큰 잘못이라고 생각한 거지. 그래서 대화가 평행선을 달렸을 가능성이 커. --- 그런데 친구가 **""따로 만나서 얘기하자.""**고 한 건 조금 눈여겨볼 만해. 이미 싸웠는데도 다시 만나자고 하는 건 몇 가지 가능성이 있어. - 자기가 제대로 설명을 못 했다고 생각해서. - 왜 거짓말했는지 말하고 싶어서. - 너와 관계를 정리하기보다 풀고 싶어서. 물론 만나보면 또 변명만 할 수도 있어. 그건 아직 모르는 일이야. --- 그래서 나는 **지금 읽씹을 계속하는 건 추천하지 않아.** 왜냐하면 네가 가장 중요하게 생각하는 게 **정직함**이라면, 관계를 어떻게 할지 결정하는 과정도 명확한 게 좋다고 생각해. 꼭 만날 필요는 없어. 하지만 적어도 > ""무슨 얘기를 하고 싶은 건데?"" 정도는 물어볼 수 있어. 만약 친구가 - ""변명하려는 거야."" - ""늦은 것만 계속 사과할 거야."" 이런 분위기라면 안 만나도 되고, 반대로 - ""왜 거짓말했는지 설명하고 싶다."" - ""내가 그 부분을 제대로 이해 못 했다."" 이런 얘기라면 한 번 들어볼 가치는 있다고 봐. --- 나도 하나 궁금한 게 있어. 그 친구는 **""늦을 것 같아서 얼버무리려고 거짓말한""** 느낌이었어? (예를 들어 ""곧 도착해"", ""버스 탔어"" 같은) 아니면 **사실 자체를 꾸며낸 거짓말**이었어? (예를 들어 가족 일, 사고, 몸이 아프다는 식으로) 이 두 경우는 꽤 차이가 있어서, 네 상황을 판단하는 데 중요할 것 같아.","아니 일단 상황은 약속한 시간이 다 되어 가는데 갑자기 지가 남친이랑 다투고 있어서 늦는다고 했고, 그게 늦어질 것 같으니까 나랑 다른 친구 둘이서 먼저 식당 다서 얘기하고 있으라는 거야.",,,
P22-t04-s02,P22,4,2,,그래서 일단 그렇게 했지?,,,
P22-t04-s03,P22,4,3,,"근데 얘가 암만 기다려도 안 오길래 어딘지 물어봤는데 부산 경성대고 곧 출발할거래, 우린 서면에서 만나기로 했어.",,,
P22-t04-s04,P22,4,4,,그래서 일단 알겠다하고 기다렸지?,,,
P22-t04-s05,P22,4,5,,근데 계속 안 와.,,,
P22-t04-s06,P22,4,6,,그래서 또 어딘지 물어봤는데 범내골이래.,,,
P22-t04-s07,P22,4,7,,"거긴 지하철 1호선인데, 서면은 1호선, 2호선 둘 다 가고 경성대는 2호선밖에 없어.",,,
P22-t04-s08,P22,4,8,,그래서 이게 거짓말인 거지.,,,
P22-t04-s09,P22,4,9,,근데 굳이 친구랑 약속인데 이런 거짓말까지 해가면서 늦을 필요 있어?,,,
P22-t04-s10,P22,4,10,,그냥 나 늦을 것 같아.,,,
P22-t04-s11,P22,4,11,,까지만 하면 되잖아.,,,
P22-t04-s12,P22,4,12,,이게 이해가 안 되어서 싸운 거야.,,,
P22-t04-s13,P22,4,13,,그리고 일단 나는 평소에도 얘랑은 졸업하고 인연이 이어질 거라고 생각 안 하고 있었어.,,,
