utterance_id,participant_id,turn_index,sentence_index,prev_assistant_turn,text,speech_act_coder2,emotion_surface_coder2,note
P21-t01-s01,P21,1,1,,안녕,,,
P21-t02-s01,P21,2,1,"안녕하세요, [이름]! 반갑습니다. 오늘은 어떤 이야기를 해볼까요? 공부나 과제, 프로그래밍, 진로 고민, 글쓰기, 아이디어 구상, 혹은 그냥 편하게 대화하는 것도 좋습니다. 무엇이든 함께 이야기해 봅시다.",좋아.,,,
P21-t02-s02,P21,2,2,,진로에 대해서 이야기를 해볼까?,,,
P21-t03-s01,P21,3,1,"좋아요. 진로는 단순히 ""무슨 직업을 가질까?""보다, **어떤 문제를 해결하며 살아가고 싶은가**를 찾는 과정에 더 가깝다고 생각합니다. 지금까지 대화를 통해 드러난 당신의 관심사는 꽤 일관된 편이었습니다. 사람들의 삶을 더 나아지게 만드는 것에 관심이 있고, 기술을 배우는 것 자체보다 그것을 사회문제 해결에 연결하는 데 흥미를 느끼며, 기획·디자인·개발을 함께 다루는 것도 좋아하는 편이었습니다. 또 새로운 제도나 문화를 만드는 일에도 관심을 보여 왔죠. 이런 성향이라면 단순히 ""개발자""나 ""공무원""처럼 직업 이름만 정하는 것보다, **어떤 역할을 하는 사람**이 될지를 먼저 정하는 것이 더 중요할 수 있습니다. 예를 들어 이런 방향들이 있습니다. - **사회혁신 기획자**: 기술, 정책, 디자인를 연결해 사회문제를 해결하는 프로젝트를 만드는 사람. - **프로덕트 매니저(PM)**: 사용자 문제를 발견하고 서비스를 기획하며 개발자·디자이너와 함께 제품을 만드는 사람. - **공공정책 기획자**: 도시, 교육, 복지, 청년정책 등을 설계하는 역할. - **AI 기반 서비스 창업가**: AI를 활용해 새로운 서비스를 직접 만드는 사람. - **국제개발 분야 전문가**: 개발도상국이나 국제기구에서 프로젝트를 운영하는 역할. 다만 저는 지금 이 순간 가장 중요한 질문은 이것이라고 생각합니다. > **10년 뒤, 사람들이 당신을 보며 ""저 사람은 ○○를 하는 사람이다.""라고 말한다면, 그 ○○는 무엇이길 바라나요?** 예를 들면, - ""AI로 사회문제를 해결하는 사람"" - ""좋은 도시를 만드는 사람"" - ""사람들의 삶을 편하게 만드는 제품을 만드는 사람"" - ""새로운 정책을 설계하는 사람"" - ""세상을 바꾸는 회사를 만든 사람"" 이 질문에 대한 답이 나오면 직업은 그다음에 따라오는 경우가 많습니다. 그래서 저도 하나 질문을 드리고 싶습니다. **돈이나 취업 가능성을 잠시 제외한다면, 당신은 세상에서 어떤 문제를 해결하는 사람이 되고 싶나요?**",나는 행정학과인데 행정의 주 분야를 공무원이나 공기업 쪽으로 살리지 않을꺼야.,,,
P21-t03-s02,P21,3,2,,오히려 행정학과도 도구로 이용을 할꺼야.,,,
P21-t03-s03,P21,3,3,,"나의 제 1원칙( 신념 )은 ""사람들을 행복하게 해주는 것""이야.",,,
P21-t03-s04,P21,3,4,,이 제 1의 원칙에 따라서 지금 기록이라는 체계적인 시스템을 세우고 엉성하거나 떄로는 성공적인 시도들을 해보고 있어.,,,
P21-t03-s05,P21,3,5,,지금 내가 관심있어하는 분야를 4가지로 나누면 다음과 같아.,,,
P21-t03-s06,P21,3,6,,"1. 개발(빅데이터 융합), 2.",,,
P21-t03-s07,P21,3,7,,"전공(행정), 3.",,,
