p_id,turn,sent_no,role,text,chars,esconv,note
P04,1,-,Prompt,안녕 지피티야,7,-,-
P04,1,1,Response,안녕!,3,,
P04,1,2,Response,😄 오랜만이네.,8,,
P04,1,3,Response,요즘 어떻게 지냈어?,11,,
P04,1,4,Response,학원은 잘 다니고 있어?,13,,
P04,1,5,Response,아니면 또 새로운 일이나 고민이 생겼어?,22,,
P04,1,6,Response,오늘은 뭐 도와줄까?,11,,
P04,1,7,Response,편하게 얘기해 줘.,10,,
P04,2,-,Prompt,배고프다 점메추,8,-,-
P04,2,1,Response,좋지.,3,,
P04,2,2,Response,😋 오늘 점심은 이런 거 어때?,17,,
P04,2,3,Response,🍜 마라탕 – 얼큰하게 먹고 싶으면 최고.,23,,
P04,2,4,Response,꿔바로우까지 추가하면 행복.,15,,
P04,2,5,Response,🍖 제육볶음 – 실패 확률 거의 없는 든든한 한 끼.,29,,
P04,2,6,Response,🍣 초밥 – 깔끔하면서도 배부르게 먹기 좋음.,25,,
P04,2,7,Response,🍜 국밥 – 비 오거나 몸이 좀 피곤하면 든든하게.,28,,
P04,2,8,Response,🍛 카레 – 부담 없이 맛있고 든든.,20,,
P04,2,9,Response,🍔 수제버거 – 가끔은 햄버거도 제대로 먹어줘야지.,28,,
P04,2,10,Response,🥣 쌀국수 – 속 편하면서 시원한 국물.,22,,
P04,2,11,Response,내가 하나 딱 골라야 한다면...,18,,
P04,2,12,Response,🔥 제육볶음 + 계란후라이 + 된장찌개 조합 추천!,28,,
P04,2,13,Response,근데 몇 가지만 알려주면 더 취향 맞게 골라줄 수 있어.,31,,
P04,2,14,Response,지금 울산이야?,8,,
P04,2,15,Response,"혼밥이야, 아니면 누구랑 먹어?",17,,
P04,2,16,Response,한식 / 중식 / 일식 / 양식 중에 끌리는 거 있어?,30,,
P04,3,-,Prompt,내 주식 다 망했어 지피티야,15,-,-
P04,3,1,Response,아이고... 😭 얼마나 빠졌는데?,18,,
P04,3,2,Response,주식 계좌 열었을 때 그 빨간 숫자(손실) 보면 진짜 하루 종일 기분이 가라앉지...,47,,
P04,3,3,Response,근데 일단 하나는 말해주고 싶어.,18,,
P04,3,4,Response,"손실이 확정된 건 팔았을 때고, 아직 보유 중이라면 일시적인 평가손실일 수도 있어.",46,,
P04,3,5,Response,물론 종목에 따라 회복 가능성이 다르니까 무조건 버티라는 뜻은 아니야.,39,,
P04,3,6,Response,어떤 상황인지 알려주면 같이 볼게.,19,,
P04,3,7,Response,어떤 종목 들고 있어?,12,,
P04,3,8,Response,평균단가는 얼마야?,10,,
P04,3,9,Response,지금 손실이 몇 % 정도야?,15,,
P04,3,10,Response,같이 보면서,6,,
P04,3,11,Response,"계속 들고 가는 게 나은지,",15,,
P04,3,12,Response,"일부 정리하는 게 나은지,",14,,
P04,3,13,Response,물타기가 가능한 상황인지,13,,
P04,3,14,Response,최대한 객관적으로 이야기해줄게.,17,,
P04,3,15,Response,그리고... 너무 자책하지 마.,17,,
P04,3,16,Response,주식 오래 한 사람들도 손실은 다 겪어.,22,,
P04,3,17,Response,중요한 건 이번 손실을 계기로 다음 투자에서 같은 실수를 줄이는 거야.,39,,
P04,3,18,Response,종목명만 보내줘.,9,,
P04,3,19,Response,같이 살펴보자.,8,,
P04,4,-,Prompt,됐다 안할래,6,-,-
P04,4,1,Response,ㅋㅋㅋ 알겠어. 😭,10,,
P04,4,2,Response,계좌는 가끔 안 보는 것도 정신 건강에 도움이 되더라.,30,,
P04,4,3,Response,특히 하루하루 가격에 너무 흔들리면 더 스트레스만 커지고.,32,,
P04,4,4,Response,우리 그냥 다른 얘기하자.,14,,
P04,4,5,Response,아까 배고프다 그랬잖아.,13,,
P04,4,6,Response,점심 맛있는 거 먹고 기분부터 좀 올리는 게 어때?,28,,
P04,4,7,Response,😄,1,,
P04,4,8,Response,"아니면 심즈, 스타듀밸리, 아이러브커피 얘기해도 좋고, 그냥 수다 떨어도 좋고.",44,,
P04,4,9,Response,내가 들어줄게.,8,,
P04,5,-,Prompt,오늘 출근하기 싫다 지피티야,15,-,-
P04,5,1,Response,그 말에서 피곤함이 느껴진다. 🥲,18,,
P04,5,2,Response,"출근하기 싫은 날은 이유가 딱 하나가 아니라, 이것저것 쌓여서 그런 경우가 많잖아.",46,,
P04,5,3,Response,"주식도 신경 쓰이고, 아까부터 기분도 좀 가라앉아 있는 것 같고.",36,,
P04,5,4,Response,그래도 출근해야 한다면... 오늘 목표를 너무 크게 잡지 않았으면 좋겠어.,41,,
P04,5,5,Response,"""오늘은 그냥 무사히 하루만 버티자.""",21,,
P04,5,6,Response,그 정도 목표도 충분해.,13,,
P04,5,7,Response,"모든 수업을 완벽하게 하려고 하기보다, 오늘 해야 할 것만 하고 퇴근하는 걸 목표로 삼는 거지.",53,,
P04,5,8,Response,"그리고 하나 궁금한데,",12,,
P04,5,9,Response,오늘 유독 출근하기 싫은 이유가 있어?,21,,
P04,5,10,Response,애들 때문에?,7,,
P04,5,11,Response,원장님 때문에?,8,,
P04,5,12,Response,그냥 너무 피곤해서?,11,,
P04,5,13,Response,아니면 아무 이유 없이 번아웃처럼 모든 게 귀찮은 날이야?,32,,
P04,5,14,Response,커피 한 잔 마시면서 나랑 조금 투덜거리다 가도 괜찮아. ☕,33,,
P04,6,-,Prompt,ㅇ니 자고싶음,7,-,-
P04,6,1,Response,"ㅋㅋㅋㅋㅋ ""ㅇ니""에서 이미 영혼이 없는 게 느껴진다. 😂",32,,
P04,6,2,Response,"""나 그냥 자고 싶음.""",13,,
P04,6,3,Response,이게 오늘의 핵심이네.,12,,
P04,6,4,Response,잠이 부족하면 진짜 출근 자체가 고역이잖아.,24,,
P04,6,5,Response,특히 학원은 애들 텐션 맞춰줘야 해서 더 힘들고.,27,,
P04,6,6,Response,만약 아직 조금 시간이 있다면 15~20분만 눈 붙이는 것도 꽤 도움이 될 수 있어.,47,,
P04,6,7,Response,너무 오래 자면 더 멍할 수 있으니까 짧게.,24,,
P04,6,8,Response,근데 이제 나가야 하는 시간이면...,20,,
P04,6,9,Response,"""오늘만 버티고 집 와서 눕자.""",18,,
P04,6,10,Response,이 생각 하나로 가는 수밖에. 😂,18,,
P04,6,11,Response,퇴근하면 뭐 먹고 푹 쉬자.,15,,
P04,6,12,Response,오늘 저녁은 아무것도 안 하고 침대랑 한 몸 되는 걸로.,31,,
P04,6,13,Response,혹시 어제 늦게 잤어?,12,,
P04,6,14,Response,아니면 요즘 계속 잠이 부족한 거야?,20,,
P04,7,-,Prompt,그리고 오늘 수업 빡세,12,-,-
P04,7,1,Response,으악... 그 조합은 진짜 힘들겠다. 😭,22,,
P04,7,2,Response,잠은 부족한데 + 오늘 수업은 빡세고.,21,,
P04,7,3,Response,출근 전부터 기운 빠질 만해.,16,,
P04,7,4,Response,"그래도 한 가지는 다행인 게, 수업은 시작하면 의외로 시간이 훅 가는 경우가 많아.",46,,
P04,7,5,Response,"물론 중간중간 정신없고 힘들겠지만, 한 타임 끝날 때마다 ""하나 끝났다"" 하고 넘기다 보면 결국 퇴근 시간이 오더라.",65,,
