p_id,turn,sent_no,role,text,chars,esconv,note
P19,1,-,Prompt,"8월 동안의 스케줄을 짜보자 일주일 스케줄을 짜면, 8월 매주 시행해볼거야 1. 학과공부 - 머신러닝 - 데이터베이스 2. 졸업 요건 - 토익 - 파이썬 PCCP 준비(백준 문제) 3. 그 외 - 운전면허 - 논문 읽기 및 공부 (학연생 준비) 아침 9시부터 하루 스케줄로 월&수, 화&목에 동일한 스케줄이면 편할거같아",178,-,-
P19,1,1,Response,좋아요.,4,,
P19,1,2,Response,"목표를 보면 8월 한 달 동안 ""습관을 만드는 것"" 이 가장 중요해 보입니다.",43,,
P19,1,3,Response,우선순위를 정리하면,10,,
P19,1,4,Response,학과 공부 (가장 중요),13,,
P19,1,5,Response,머신러닝,4,,
P19,1,6,Response,데이터베이스,6,,
P19,1,7,Response,졸업 요건 준비,8,,
P19,1,8,Response,토익,2,,
P19,1,9,Response,PCCP(백준),8,,
P19,1,10,Response,장기 프로젝트,7,,
P19,1,11,Response,논문 읽기,5,,
P19,1,12,Response,운전면허,4,,
P19,1,13,Response,이렇게 배치하는 것이 균형이 좋습니다.,21,,
P19,1,14,Response,월요일 / 수요일 (학과 중심),17,,
P19,1,15,Response,시간 / 할 일,8,,
P19,1,16,Response,09:00~10:30 / 머신러닝 강의 및 복습,26,,
P19,1,17,Response,10:30~10:45 / 휴식,16,,
P19,1,18,Response,10:45~12:15 / 머신러닝 실습(코드 구현),28,,
P19,1,19,Response,12:15~13:30 / 점심,16,,
P19,1,20,Response,13:30~15:00 / 데이터베이스 공부,23,,
P19,1,21,Response,15:00~15:15 / 휴식,16,,
P19,1,22,Response,15:15~16:30 / DB SQL 실습 및 과제,28,,
P19,1,23,Response,16:30~17:30 / 백준(PCCP 대비) 2~3문제,31,,
P19,1,24,Response,17:30~18:30 / 저녁,16,,
P19,1,25,Response,18:30~19:30 / 토익 (LC 또는 RC),27,,
P19,1,26,Response,19:30~20:30 / 논문 1편 읽기,22,,
P19,1,27,Response,20:30 이후 / 운동 또는 자유시간,21,,
P19,1,28,Response,화요일 / 목요일 (졸업요건 + 연구 준비),24,,
P19,1,29,Response,시간 / 할 일,8,,
P19,1,30,Response,09:00~10:30 / 토익 LC,19,,
P19,1,31,Response,10:30~10:45 / 휴식,16,,
P19,1,32,Response,10:45~12:15 / 토익 RC,19,,
P19,1,33,Response,12:15~13:30 / 점심,16,,
