p_id,turn,sent_no,role,text,chars,esconv,note
P22,1,-,Prompt,나 요즘 고민이 있어,11,-,-
P22,1,1,Response,무슨 고민인데?,8,,
P22,1,2,Response,편하게 말해도 돼.,10,,
P22,1,3,Response,"꼭 정리해서 말하지 않아도 되고, 생각나는 대로 얘기해도 괜찮아.",36,,
P22,1,4,Response,내가 같이 정리해 보면서 이야기 들어줄게.,23,,
P22,2,-,Prompt,일단 두가지가 있는데 하나는 대인관계고 하나는 진로· 자격증 문제야 뭐부터 들을래?,46,-,-
P22,2,1,Response,둘 다 중요한 고민이네.,13,,
P22,2,2,Response,그럼 대인관계부터 듣고 싶어.,16,,
P22,2,3,Response,사람 문제는 감정이 계속 남아서 다른 고민에도 영향을 주는 경우가 많더라고.,42,,
P22,2,4,Response,그걸 먼저 풀어보면 진로나 자격증 얘기도 좀 더 차분하게 볼 수 있을 것 같아.,44,,
P22,2,5,Response,무슨 일이 있었는지 처음부터 이야기해 줘.,23,,
P22,2,6,Response,"누구와의 관계인지, 어떤 상황이었는지, 그리고 지금 가장 마음에 걸리는 게 뭔지도 같이 말해주면 좋겠어.",58,,
P22,2,7,Response,"대인관계 얘기를 다 하고 나면, 이어서 진로·자격증 고민도 같이 정리해 보자.",43,,
P22,3,-,Prompt,최근에 나랑 대학교 친구랑 놀기 위해 만났는데 얘가 약속 시간이 지나도 안 오는 거야. 그래서 연락을 해봤는데 얘가 너무 티가 나는 거짓말을 해가면서 계속 늦는 거임 근데 나는 거짓말 하는 걸 되게 싫어하는 사람이거든. 그래서 화가 난 상태로 뒤늦게 도착한 애랑 얘기를 했지. 왜 거짓말을 해가면서 약속에 안 왔냐고. 근데 내가 중점을 둔 건 거짓말인데 얘는 계속 약속에 늦어서 미안하다고 하는 거야. 일단 얘기가 끝나고 서로 갈 길 갔는데 그 뒤에 연락이 온 거여 따로 만나서 얘기하자고. 난 이미 다 얘기했는데 어떡할까 일단 읽씹하고 있긴해,304,-,-
P22,3,1,Response,"네 얘기를 읽어보니까, 내가 보기엔 이 상황의 핵심은 '지각'이 아니라 '신뢰'인 것 같아.",51,,
P22,3,2,Response,"너는 친구가 늦은 것 자체보다 ""왜 굳이 뻔한 거짓말을 했을까?""가 더 상처였던 거잖아.",49,,
P22,3,3,Response,"그런데 친구는 계속 ""늦어서 미안해.""라고 사과했고.",29,,
P22,3,4,Response,"즉, 서로 다른 문제를 이야기한 거야.",21,,
P22,3,5,Response,"너: ""왜 나한테 거짓말했어? 그게 싫어.""",24,,
P22,3,6,Response,"친구: ""늦어서 미안해.""",14,,
P22,3,7,Response,"친구 입장에서는 '늦은 것'이 잘못이라고 생각했을 수 있고, 너는 '거짓말'이 더 큰 잘못이라고 생각한 거지.",61,,
P22,3,8,Response,그래서 대화가 평행선을 달렸을 가능성이 커.,24,,
P22,3,9,Response,"그런데 친구가 ""따로 만나서 얘기하자.""고 한 건 조금 눈여겨볼 만해.",39,,
P22,3,10,Response,이미 싸웠는데도 다시 만나자고 하는 건 몇 가지 가능성이 있어.,35,,
P22,3,11,Response,자기가 제대로 설명을 못 했다고 생각해서.,23,,
P22,3,12,Response,왜 거짓말했는지 말하고 싶어서.,17,,
P22,3,13,Response,너와 관계를 정리하기보다 풀고 싶어서.,21,,
P22,3,14,Response,물론 만나보면 또 변명만 할 수도 있어.,22,,
P22,3,15,Response,그건 아직 모르는 일이야.,14,,
P22,3,16,Response,그래서 나는 지금 읽씹을 계속하는 건 추천하지 않아.,29,,
P22,3,17,Response,"왜냐하면 네가 가장 중요하게 생각하는 게 정직함이라면, 관계를 어떻게 할지 결정하는 과정도 명확한 게 좋다고 생각해.",65,,
P22,3,18,Response,꼭 만날 필요는 없어.,12,,
P22,3,19,Response,"하지만 적어도 ""무슨 얘기를 하고 싶은 건데?"" 정도는 물어볼 수 있어.",40,,
P22,3,20,Response,만약 친구가,6,,
P22,3,21,Response,"""변명하려는 거야.""",11,,
P22,3,22,Response,"""늦은 것만 계속 사과할 거야.""",18,,
P22,3,23,Response,"이런 분위기라면 안 만나도 되고, 반대로",22,,
P22,3,24,Response,"""왜 거짓말했는지 설명하고 싶다.""",19,,
P22,3,25,Response,"""내가 그 부분을 제대로 이해 못 했다.""",23,,
P22,3,26,Response,이런 얘기라면 한 번 들어볼 가치는 있다고 봐.,26,,
P22,3,27,Response,나도 하나 궁금한 게 있어.,15,,
P22,3,28,Response,"그 친구는 ""늦을 것 같아서 얼버무리려고 거짓말한"" 느낌이었어?",35,,
P22,3,29,Response,"(예를 들어 ""곧 도착해"", ""버스 탔어"" 같은) 아니면 사실 자체를 꾸며낸 거짓말이었어?",50,,
P22,3,30,Response,"(예를 들어 가족 일, 사고, 몸이 아프다는 식으로)이 두 경우는 꽤 차이가 있어서, 네 상황을 판단하는 데 중요할 것 같아.",70,,
P22,4,-,Prompt,"아니 일단 상황은 약속한 시간이 다 되어 가는데 갑자기 지가 남친이랑 다투고 있어서 늦는다고 했고, 그게 늦어질 것 같으니까 나랑 다른 친구 둘이서 먼저 식당 다서 얘기하고 있으라는 거야. 그래서 일단 그렇게 했지? 근데 얘가 암만 기다려도 안 오길래 어딘지 물어봤는데 부산 경성대고 곧 출발할거래, 우린 서면에서 만나기로 했어. 그래서 일단 알겠다하고 기다렸지? 근데 계속 안 와. 그래서 또 어딘지 물어봤는데 범내골이래. 거긴 지하철 1호선인데, 서면은 1호선, 2호선 둘 다 가고 경성대는 2호선밖에 없어. 그래서 이게 거짓말인 거지. 근데 굳이 친구랑 약속인데 이런 거짓말까지 해가면서 늦을 필요 있어? 그냥 나 늦을 것 같아. 까지만 하면 되잖아. 이게 이해가 안 되어서 싸운 거야. 그리고 일단 나는 평소에도 얘랑은 졸업하고 인연이 이어질 거라고 생각 안 하고 있었어.",436,-,-
P22,4,1,Response,이제 상황이 훨씬 명확해졌어.,16,,
P22,4,2,Response,내가 봤을 때 너는 '늦어서 화난 사람'이 아니라 '신뢰가 깨져서 화난 사람'이야.,46,,
P22,4,3,Response,"친구가 ""남자친구랑 싸워서 늦을 것 같아."" 여기까지는 충분히 있을 수 있는 일이야. 그런데 그 뒤에",56,,
P22,4,4,Response,"""지금 경성대야.""",10,,
P22,4,5,Response,"""곧 출발할게.""",9,,
P22,4,6,Response,"""지금 범내골이야.""",11,,
P22,4,7,Response,"이렇게 말이 계속 바뀌면, 너 입장에서는 '내가 계속 상황을 물어보니까 둘러대고 있네?'라는 생각이 들 수밖에 없어.",65,,
P22,4,8,Response,"사실 친구가 처음부터 ""미안. 아직 출발도 못 했어. 생각보다 오래 걸릴 것 같아.""라고 말했다면 기분은 나빴어도, 적어도 거짓말 때문에 싸우지는 않았을 가능성이 크지.",94,,
P22,4,9,Response,오히려 내가 눈에 들어온 건 이 부분이야.,23,,
P22,4,10,Response,"""평소에도 얘랑은 졸업하고 인연이 이어질 거라고 생각 안 하고 있었어.""이 말은 이번 일이 관계를 완전히 바꾼 사건이라기보다, 원래 있던 생각을 더 확실하게 만든 계기일 수도 있다는 뜻이야.",106,,
P22,4,11,Response,"즉,",2,,
P22,4,12,Response,"원래도 아주 가까운 친구라고 생각하지 않았고,",25,,
P22,4,13,Response,"이번 일로 신뢰까지 흔들렸고,",16,,
P22,4,14,Response,"그래서 ""굳이 더 이어가야 하나?""라는 마음이 생긴 거지.",32,,
P22,4,15,Response,"그래서 친구가 ""다시 만나서 얘기하자.""고 한 것에 대해서는, 네가 꼭 응해야 할 의무는 없어.",53,,
P22,4,16,Response,다만 한 가지는 생각해 보면 좋겠어.,20,,
P22,4,17,Response,네 목표가 뭐냐에 따라 답이 달라져.,20,,
P22,4,18,Response,관계를 회복할 생각이 조금이라도 있다 → 한 번은 들어볼 만해.,35,,
P22,4,19,Response,친구가 왜 그랬는지 설명할 기회를 갖는 거니까.,26,,
P22,4,20,Response,"이미 마음이 거의 떠났고, 앞으로도 이어갈 생각이 없다 → 굳이 시간을 내서 만날 필요는 없을 수 있어.",58,,
P22,4,21,Response,내가 오히려 궁금한 건 이거야.,17,,
P22,4,22,Response,"친구가 너한테 연락하면서 ""따로 만나서 얘기하자.""만 했어?",33,,
P22,4,23,Response,아니면,3,,
P22,4,24,Response,"""내가 왜 그랬는지 설명하고 싶다.""",20,,
P22,4,25,Response,"""오해가 있다.""",9,,
P22,4,26,Response,"""미안하다.""",7,,
P22,4,27,Response,이런 말도 같이 했어?,12,,
P22,4,28,Response,그 한 문장이 사실 앞으로 어떻게 대응할지를 결정하는 데 꽤 중요한 단서가 될 수 있어.,49,,
P22,5,-,Prompt,"아니 원래 카톡이 왔을 때는 꽤나 장문의 글이 왔었는데 그걸 갑자기 지우고 짧은 글로 서로 오해가 있다면 풀고 싶다. 만나서 얘기하자는 어투로 왔는데, 오해고 자시고 얘가 이미 거짓말을 했는데 내가 이때까지의 얘가 한 말이랑 앞으로 하게 될 말을 어떻게 믿는데?",146,-,-
P22,5,1,Response,나는 네 생각이 이해돼.,13,,
P22,5,2,Response,특히 이 부분.,8,,
P22,5,3,Response,"""오해고 자시고 얘가 이미 거짓말을 했는데."" 여기에는 사실 두 가지가 섞여 있어.",46,,
P22,5,4,Response,사실관계: 친구가 거짓말을 했다고 너는 판단하고 있다.,30,,
P22,5,5,Response,"신뢰: 이미 한 번 거짓말을 했는데, 이후의 설명도 믿기 어렵다.",36,,
P22,5,6,Response,두 번째는 굉장히 자연스러운 반응이야.,21,,
P22,5,7,Response,신뢰는 한 번 흔들리면 상대의 해명도 의심하게 되니까.,30,,
P22,5,8,Response,다만 내가 한 가지는 구분해서 생각해 보면 좋겠는 건 있어.,33,,
P22,5,9,Response,"친구가 ""오해를 풀고 싶다.""고 한 게 거짓말을 안 했다는 주장인지, 아니면 왜 그런 행동을 했는지 설명하고 싶다는 뜻인지는 아직 모르잖아.",78,,
P22,5,10,Response,"예를 들어,",6,,
P22,5,11,Response,"""사실 경성대도 아니고 범내골도 아니었어. 미안. 혼날까 봐 계속 둘러댔다.""",43,,
P22,5,12,Response,"이건 거짓말을 인정하는 설명이고, 반대로",22,,
P22,5,13,Response,"""내가 거짓말한 게 아니다.""",16,,
P22,5,14,Response,라면 너 입장에서는 받아들이기 어려울 가능성이 크지.,29,,
P22,5,15,Response,그리고 솔직히 나는 장문을 지웠다는 부분도 조금 신경 쓰였어.,34,,
P22,5,16,Response,"장문을 썼다가 지우고 짧게 ""오해를 풀자.""라고 보낸 건 여러 이유가 있을 수 있어.",47,,
P22,5,17,Response,"감정적으로 썼다가 지웠을 수도 있고, 말이 길어질수록 더 꼬일 것 같아서 줄였을 수도 있고.",51,,
P22,5,18,Response,이 행동만으로 의도를 단정하기는 어려워.,22,,
P22,5,19,Response,그런데 네가 한 말 중에서 가장 중요한 건 이거였어.,29,,
P22,5,20,Response,"""평소에도 졸업하고 인연이 이어질 거라고 생각 안 했다.""이 말을 들으니까, 지금 고민은 사실 '친구가 진심인지'보다 '내가 이 관계를 이어갈 이유가 있나'에 더 가까운 것 같아.",100,,
P22,5,21,Response,"만약 이미 관계를 이어갈 마음이 거의 없고, 이번 일이 그 생각을 굳히는 계기였다면, 억지로 만나서 화해할 필요는 없어.",67,,
P22,5,22,Response,"반대로 ""혹시 내가 너무 성급하게 관계를 끊는 건 아닐까?"" 하는 마음이 조금이라도 있다면, 한 번 듣고 나서 결정하는 것도 나쁘지 않아.",77,,
P22,5,23,Response,듣는다고 해서 반드시 용서하거나 계속 친하게 지내야 하는 건 아니니까.,39,,
P22,5,24,Response,그래서 내가 하나만 묻고 싶어.,17,,
P22,5,25,Response,"너는 지금 화가 나서 안 만나고 싶은 거야, 아니면 이미 이 친구와의 관계를 여기서 끝내도 괜찮다고 생각하는 거야?",64,,
P22,5,26,Response,"이 둘은 비슷해 보여도 꽤 다른 상태라서, 네가 어떤 쪽인지에 따라 앞으로의 선택도 달라질 것 같아.",56,,
P22,6,-,Prompt,화가 났기도 하고 얘랑의 관계를 끝내도 괜찮아. 나랑 결이 잘 안 맞는 친구였거든,45,-,-
P22,6,1,Response,그 말을 들으니까 오히려 네 고민의 핵심이 더 선명해졌어.,32,,
P22,6,2,Response,"사실 너는 지금 '용서할지 말지'를 고민하는 게 아니라, '예의를 어디까지 지킬지'를 고민하는 것 같아.",58,,
P22,6,3,Response,왜냐하면 이미 네 마음속에서는,16,,
P22,6,4,Response,"""원래도 결이 잘 맞는 친구는 아니었다.""",23,,
P22,6,5,Response,"""졸업 후에도 계속 볼 사이라고 생각하지 않았다.""",28,,
P22,6,6,Response,"""이번 일로 신뢰까지 깨졌다.""",17,,
P22,6,7,Response,이 세 가지가 합쳐져서 관계를 이어갈 이유가 거의 없어진 상태잖아.,37,,
P22,6,8,Response,그렇다고 해서 네가 무례하게 끝내고 싶은 것도 아닌 것 같고.,34,,
P22,6,9,Response,그리고 네 말에서 공감되는 부분이 하나 있어.,25,,
